phase,sim_time,eta_a,eta_b,e_delta_a,e_delta_b
pre_rest,100.0,0.000000,-0.002972,0,0
pre_rest,200.0,0.000000,-0.005926,0,0
pre_rest,300.0,-0.002994,-0.005926,0,0
pre_rest,400.0,0.000000,-0.006536,0,0
pre_rest,500.0,-0.003096,-0.006024,0,0
pre_rest,600.0,-0.002998,-0.002985,0,0
pre_rest,700.0,-0.002998,-0.002990,0,0
pre_rest,800.0,0.000000,-0.002990,0,0
pre_rest,900.0,0.000000,-0.005917,0,0
pre_rest,1000.0,-0.002990,-0.005961,0,0
pre_rest,1100.0,-0.003003,-0.003017,0,0
pre_rest,1200.0,0.000000,-0.005917,0,0
pre_rest,1300.0,0.000000,-0.002967,0,0
pre_rest,1400.0,-0.003101,-0.006042,0,0
pre_rest,1500.0,-0.002994,-0.003035,0,0
pre_rest,1600.0,-0.003110,-0.003120,0,0
pre_rest,1700.0,-0.003067,-0.003125,0,0
pre_rest,1800.0,-0.002990,-0.002972,0,0
pre_rest,1900.0,-0.002990,-0.002967,0,0
pre_rest,2000.0,-0.003012,-0.005952,0,0
pre_rest,2100.0,-0.002990,-0.005952,0,0
pre_rest,2200.0,-0.002990,-0.002990,0,0
pre_rest,2300.0,0.000000,-0.003008,0,0
pre_rest,2400.0,0.000000,-0.002972,0,0
pre_rest,2500.0,-0.002994,-0.003035,0,0
pre_rest,2600.0,0.000000,-0.002967,0,0
pre_rest,2700.0,0.000000,-0.005926,0,0
pre_rest,2800.0,0.000000,-0.005926,0,0
pre_rest,2900.0,0.000000,-0.002972,0,0
pre_rest,3000.0,0.000000,-0.003003,0,0
pre_rest,3100.0,0.000000,-0.006015,0,0
pre_rest,3200.0,0.000000,-0.002972,0,0
pre_rest,3300.0,0.000000,-0.005935,0,0
pre_rest,3400.0,0.000000,-0.003106,0,0
pre_rest,3500.0,0.000000,-0.002972,0,0
pre_rest,3600.0,0.000000,-0.002985,0,0
pre_rest,3700.0,0.000000,-0.002967,0,0
pre_rest,3800.0,0.000000,-0.003160,0,0
pre_rest,3900.0,0.000000,-0.005926,0,0
pre_rest,4000.0,0.000000,-0.003145,0,0
pre_rest,4100.0,0.000000,-0.006230,0,0
pre_rest,4200.0,0.000000,0.000000,0,0
pre_rest,4300.0,0.000000,0.000000,0,0
pre_rest,4400.0,0.000000,0.000000,0,0
pre_rest,4500.0,0.000000,0.000000,0,0
pre_rest,4600.0,0.000000,0.000000,0,0
pre_rest,4700.0,0.000000,0.000000,0,0
pre_rest,4800.0,0.000000,0.000000,0,0
pre_rest,4900.0,0.000000,0.000000,0,0
pre_rest,5000.0,0.000000,0.000000,0,0
pre_rest,5100.0,0.000000,-0.002954,0,0
pre_rest,5200.0,0.000000,0.000000,0,0
pre_rest,5300.0,0.000000,0.000000,0,0
pre_rest,5400.0,0.000000,0.000000,0,0
pre_rest,5500.0,0.000000,0.000000,0,0
pre_rest,5600.0,0.000000,-0.002963,0,0
pre_rest,5700.0,0.000000,0.000000,0,0
pre_rest,5800.0,0.000000,0.000000,0,0
pre_rest,5900.0,0.000000,0.000000,0,0
pre_rest,6000.0,0.000000,0.000000,0,0
pre_rest,6100.0,0.000000,0.000000,0,0
pre_rest,6200.0,0.000000,0.000000,0,0
pre_rest,6300.0,0.000000,0.000000,0,0
pre_rest,6400.0,0.000000,0.000000,0,0
pre_rest,6500.0,0.000000,-0.002963,0,0
pre_rest,6600.0,0.000000,0.000000,0,0
pre_rest,6700.0,0.000000,-0.002963,0,0
pre_rest,6800.0,0.000000,-0.002972,0,0
pre_rest,6900.0,0.000000,-0.002972,0,0
pre_rest,7000.0,0.000000,0.000000,0,0
pre_rest,7100.0,0.000000,0.000000,0,0
pre_rest,7200.0,0.000000,0.000000,0,0
pre_rest,7300.0,0.000000,0.000000,0,0
pre_rest,7400.0,0.000000,0.000000,0,0
pre_rest,7500.0,0.000000,0.000000,0,0
pre_rest,7600.0,0.000000,0.000000,0,0
pre_rest,7700.0,0.000000,0.000000,0,0
pre_rest,7800.0,0.000000,0.000000,0,0
pre_rest,7900.0,0.000000,0.000000,0,0
pre_rest,8000.0,0.000000,0.000000,0,0
pre_rest,8100.0,0.000000,0.000000,0,0
pre_rest,8200.0,0.000000,0.000000,0,0
pre_rest,8300.0,0.000000,0.000000,0,0
pre_rest,8400.0,0.000000,0.000000,0,0
pre_rest,8500.0,0.000000,0.000000,0,0
pre_rest,8600.0,0.000000,0.000000,0,0
pre_rest,8700.0,0.000000,0.000000,0,0
pre_rest,8800.0,0.000000,0.000000,0,0
pre_rest,8900.0,0.000000,0.000000,0,0
pre_rest,9000.0,0.000000,0.000000,0,0
pre_rest,9100.0,0.000000,0.000000,0,0
pre_rest,9200.0,0.000000,0.000000,0,0
pre_rest,9300.0,0.000000,0.000000,0,0
pre_rest,9400.0,0.000000,0.000000,0,0
pre_rest,9500.0,0.000000,0.000000,0,0
pre_rest,9600.0,0.000000,0.000000,0,0
pre_rest,9700.0,0.000000,0.000000,0,0
pre_rest,9800.0,0.000000,0.000000,0,0
pre_rest,9900.0,0.000000,0.000000,0,0
pre_rest,10000.0,0.000000,0.000000,0,0
pre_rest,10100.0,0.000000,0.000000,0,0
pre_rest,10200.0,0.000000,0.000000,0,0
pre_rest,10300.0,0.000000,0.000000,0,0
pre_rest,10400.0,0.000000,0.000000,0,0
pre_rest,10500.0,0.000000,0.000000,0,0
pre_rest,10600.0,0.000000,0.000000,0,0
pre_rest,10700.0,0.000000,0.000000,0,0
pre_rest,10800.0,0.000000,0.000000,0,0
pre_rest,10900.0,0.000000,0.000000,0,0
pre_rest,11000.0,0.000000,0.000000,0,0
pre_rest,11100.0,0.000000,0.000000,0,0
pre_rest,11200.0,0.000000,0.000000,0,0
pre_rest,11300.0,0.000000,0.000000,0,0
pre_rest,11400.0,0.000000,0.000000,0,0
pre_rest,11500.0,0.000000,0.000000,0,0
pre_rest,11600.0,0.000000,0.000000,0,0
pre_rest,11700.0,0.000000,0.000000,0,0
pre_rest,11800.0,0.000000,0.000000,0,0
pre_rest,11900.0,0.000000,0.000000,0,0
pre_rest,12000.0,0.000000,0.000000,0,0
pre_rest,12100.0,0.000000,0.000000,0,0
pre_rest,12200.0,0.000000,0.000000,0,0
pre_rest,12300.0,0.000000,0.000000,0,0
pre_rest,12400.0,0.000000,0.000000,0,0
pre_rest,12500.0,0.000000,0.000000,0,0
pre_rest,12600.0,0.000000,0.000000,0,0
pre_rest,12700.0,0.000000,0.000000,0,0
pre_rest,12800.0,0.000000,0.000000,0,0
pre_rest,12900.0,0.000000,0.000000,0,0
pre_rest,13000.0,0.000000,0.000000,0,0
pre_rest,13100.0,0.000000,0.000000,0,0
pre_rest,13200.0,0.000000,0.000000,0,0
pre_rest,13300.0,0.000000,0.000000,0,0
pre_rest,13400.0,0.000000,0.000000,0,0
pre_rest,13500.0,0.000000,0.000000,0,0
pre_rest,13600.0,0.000000,0.000000,0,0
pre_rest,13700.0,0.000000,0.000000,0,0
pre_rest,13800.0,0.000000,0.000000,0,0
